Network Size	 Learning Rate	 Batch Size	 Lambda	 Momentum	 Epochs	 Time	 Accuracy
[784, 30, 10]	5.0	1000	10.0	0.9	30	0	0.08
[784, 30, 10]	5.0	1000	100.0	0.0	10	0	0.14
[784, 30, 10]	5.0	1000	100.0	0.0	30	0	0.22
[784, 30, 10]	5.0	1000	100.0	0.1	10	0	0.08
[784, 30, 10]	5.0	1000	100.0	0.1	30	0	0.08
[784, 30, 10]	5.0	1000	100.0	0.5	10	0	0.08
[784, 30, 10]	5.0	1000	100.0	0.5	30	0	0.08
[784, 30, 10]	5.0	1000	100.0	0.9	10	0	0.08
[784, 30, 10]	5.0	1000	100.0	0.9	30	0	0.08
[784, 50, 10]	0.01	10	0.0	0.0	10	0	0.07
[784, 50, 10]	0.01	10	0.0	0.0	30	0	0.1
[784, 50, 10]	0.01	10	0.0	0.1	10	0	0.08
[784, 50, 10]	0.01	10	0.0	0.1	30	0	0.08
[784, 50, 10]	0.01	10	0.0	0.5	10	0	0.08
[784, 50, 10]	0.01	10	0.0	0.5	30	0	0.08
[784, 50, 10]	0.01	10	0.0	0.9	10	0	0.08
[784, 50, 10]	0.01	10	0.0	0.9	30	0	0.08
[784, 50, 10]	0.01	10	0.01	0.0	10	0	0.11
[784, 50, 10]	0.01	10	0.01	0.0	30	0	0.14
[784, 50, 10]	0.01	10	0.01	0.1	10	0	0.08
[784, 50, 10]	0.01	10	0.01	0.1	30	0	0.08
[784, 50, 10]	0.01	10	0.01	0.5	10	0	0.08
[784, 50, 10]	0.01	10	0.01	0.5	30	0	0.08
[784, 50, 10]	0.01	10	0.01	0.9	10	0	0.08
[784, 50, 10]	0.01	10	0.01	0.9	30	0	0.08
[784, 50, 10]	0.01	10	0.1	0.0	10	0	0.12
[784, 50, 10]	0.01	10	0.1	0.0	30	0	0.12
[784, 50, 10]	0.01	10	0.1	0.1	10	0	0.08
[784, 50, 10]	0.01	10	0.1	0.1	30	0	0.08
[784, 50, 10]	0.01	10	0.1	0.5	10	0	0.08
[784, 50, 10]	0.01	10	0.1	0.5	30	0	0.08
[784, 50, 10]	0.01	10	0.1	0.9	10	0	0.08
[784, 50, 10]	0.01	10	0.1	0.9	30	0	0.08
[784, 50, 10]	0.01	10	1.0	0.0	10	0	0.08
[784, 50, 10]	0.01	10	1.0	0.0	30	0	0.07
[784, 50, 10]	0.01	10	1.0	0.1	10	0	0.08
[784, 50, 10]	0.01	10	1.0	0.1	30	0	0.08
[784, 50, 10]	0.01	10	1.0	0.5	10	0	0.08
[784, 50, 10]	0.01	10	1.0	0.5	30	0	0.08
[784, 50, 10]	0.01	10	1.0	0.9	10	0	0.08
[784, 50, 10]	0.01	10	1.0	0.9	30	0	0.08
[784, 50, 10]	0.01	10	10.0	0.0	10	0	0.11
[784, 50, 10]	0.01	10	10.0	0.0	30	0	0.16
[784, 50, 10]	0.01	10	10.0	0.1	10	0	0.08
[784, 50, 10]	0.01	10	10.0	0.1	30	0	0.08
[784, 50, 10]	0.01	10	10.0	0.5	10	0	0.08
[784, 50, 10]	0.01	10	10.0	0.5	30	0	0.08
[784, 50, 10]	0.01	10	10.0	0.9	10	0	0.08
[784, 50, 10]	0.01	10	10.0	0.9	30	0	0.08
[784, 50, 10]	0.01	10	100.0	0.0	10	0	0.02
[784, 50, 10]	0.01	10	100.0	0.0	30	0	0.15
[784, 50, 10]	0.01	10	100.0	0.1	10	0	0.08
[784, 50, 10]	0.01	10	100.0	0.1	30	0	0.08
[784, 50, 10]	0.01	10	100.0	0.5	10	0	0.08
[784, 50, 10]	0.01	10	100.0	0.5	30	0	0.08
[784, 50, 10]	0.01	10	100.0	0.9	10	0	0.08
[784, 50, 10]	0.01	10	100.0	0.9	30	0	0.08
[784, 50, 10]	0.01	100	0.0	0.0	10	0	0.08
[784, 50, 10]	0.01	100	0.0	0.0	30	0	0.13
[784, 50, 10]	0.01	100	0.0	0.1	10	0	0.08
[784, 50, 10]	0.01	100	0.0	0.1	30	0	0.08
[784, 50, 10]	0.01	100	0.0	0.5	10	0	0.08
[784, 50, 10]	0.01	100	0.0	0.5	30	0	0.08
[784, 50, 10]	0.01	100	0.0	0.9	10	0	0.08
[784, 50, 10]	0.01	100	0.0	0.9	30	0	0.08
[784, 50, 10]	0.01	100	0.01	0.0	10	0	0.11
[784, 50, 10]	0.01	100	0.01	0.0	30	0	0.12
[784, 50, 10]	0.01	100	0.01	0.1	10	0	0.08
[784, 50, 10]	0.01	100	0.01	0.1	30	0	0.08
[784, 50, 10]	0.01	100	0.01	0.5	10	0	0.08
[784, 50, 10]	0.01	100	0.01	0.5	30	0	0.08
[784, 50, 10]	0.01	100	0.01	0.9	10	0	0.08
[784, 50, 10]	0.01	100	0.01	0.9	30	0	0.08
[784, 50, 10]	0.01	100	0.1	0.0	10	0	0.12
[784, 50, 10]	0.01	100	0.1	0.0	30	0	0.14
[784, 50, 10]	0.01	100	0.1	0.1	10	0	0.08
[784, 50, 10]	0.01	100	0.1	0.1	30	0	0.08
[784, 50, 10]	0.01	100	0.1	0.5	10	0	0.08
[784, 50, 10]	0.01	100	0.1	0.5	30	0	0.08
[784, 50, 10]	0.01	100	0.1	0.9	10	0	0.08
[784, 50, 10]	0.01	100	0.1	0.9	30	0	0.08
[784, 50, 10]	0.01	100	1.0	0.0	10	0	0.03
[784, 50, 10]	0.01	100	1.0	0.0	30	0	0.06
[784, 50, 10]	0.01	100	1.0	0.1	10	0	0.08
[784, 50, 10]	0.01	100	1.0	0.1	30	0	0.08
[784, 50, 10]	0.01	100	1.0	0.5	10	0	0.08
[784, 50, 10]	0.01	100	1.0	0.5	30	0	0.08
[784, 50, 10]	0.01	100	1.0	0.9	10	0	0.08
[784, 50, 10]	0.01	100	1.0	0.9	30	0	0.08
[784, 50, 10]	0.01	100	10.0	0.0	10	0	0.06
[784, 50, 10]	0.01	100	10.0	0.0	30	0	0.08
[784, 50, 10]	0.01	100	10.0	0.1	10	0	0.08
[784, 50, 10]	0.01	100	10.0	0.1	30	0	0.08
[784, 50, 10]	0.01	100	10.0	0.5	10	0	0.08
[784, 50, 10]	0.01	100	10.0	0.5	30	0	0.08
[784, 50, 10]	0.01	100	10.0	0.9	10	0	0.08
[784, 50, 10]	0.01	100	10.0	0.9	30	0	0.08
[784, 50, 10]	0.01	100	100.0	0.0	10	0	0.15
[784, 50, 10]	0.01	100	100.0	0.0	30	0	0.11
[784, 50, 10]	0.01	100	100.0	0.1	10	0	0.08
[784, 50, 10]	0.01	100	100.0	0.1	30	0	0.08
[784, 50, 10]	0.01	100	100.0	0.5	10	0	0.08
[784, 50, 10]	0.01	100	100.0	0.5	30	0	0.08
[784, 50, 10]	0.01	100	100.0	0.9	10	0	0.08
[784, 50, 10]	0.01	100	100.0	0.9	30	0	0.08
[784, 50, 10]	0.01	1000	0.0	0.0	10	0	0.06
[784, 50, 10]	0.01	1000	0.0	0.0	30	0	0.17
[784, 50, 10]	0.01	1000	0.0	0.1	10	0	0.08
[784, 50, 10]	0.01	1000	0.0	0.1	30	0	0.08
[784, 50, 10]	0.01	1000	0.0	0.5	10	0	0.08
[784, 50, 10]	0.01	1000	0.0	0.5	30	0	0.08
[784, 50, 10]	0.01	1000	0.0	0.9	10	0	0.08
[784, 50, 10]	0.01	1000	0.0	0.9	30	0	0.08
[784, 50, 10]	0.01	1000	0.01	0.0	10	0	0.08
[784, 50, 10]	0.01	1000	0.01	0.0	30	0	0.09
[784, 50, 10]	0.01	1000	0.01	0.1	10	0	0.08
[784, 50, 10]	0.01	1000	0.01	0.1	30	0	0.08
[784, 50, 10]	0.01	1000	0.01	0.5	10	0	0.08
[784, 50, 10]	0.01	1000	0.01	0.5	30	0	0.08
[784, 50, 10]	0.01	1000	0.01	0.9	10	0	0.08
[784, 50, 10]	0.01	1000	0.01	0.9	30	0	0.08
[784, 50, 10]	0.01	1000	0.1	0.0	10	0	0.15
[784, 50, 10]	0.01	1000	0.1	0.0	30	0	0.08
[784, 50, 10]	0.01	1000	0.1	0.1	10	0	0.08
[784, 50, 10]	0.01	1000	0.1	0.1	30	0	0.08
[784, 50, 10]	0.01	1000	0.1	0.5	10	0	0.08
[784, 50, 10]	0.01	1000	0.1	0.5	30	0	0.08
[784, 50, 10]	0.01	1000	0.1	0.9	10	0	0.08
[784, 50, 10]	0.01	1000	0.1	0.9	30	0	0.08
[784, 50, 10]	0.01	1000	1.0	0.0	10	0	0.06
[784, 50, 10]	0.01	1000	1.0	0.0	30	0	0.13
[784, 50, 10]	0.01	1000	1.0	0.1	10	0	0.08
[784, 50, 10]	0.01	1000	1.0	0.1	30	0	0.08
[784, 50, 10]	0.01	1000	1.0	0.5	10	0	0.08
[784, 50, 10]	0.01	1000	1.0	0.5	30	0	0.08
[784, 50, 10]	0.01	1000	1.0	0.9	10	0	0.08
[784, 50, 10]	0.01	1000	1.0	0.9	30	0	0.08
[784, 50, 10]	0.01	1000	10.0	0.0	10	0	0.06
[784, 50, 10]	0.01	1000	10.0	0.0	30	0	0.14
[784, 50, 10]	0.01	1000	10.0	0.1	10	0	0.08
[784, 50, 10]	0.01	1000	10.0	0.1	30	0	0.08
[784, 50, 10]	0.01	1000	10.0	0.5	10	0	0.08
[784, 50, 10]	0.01	1000	10.0	0.5	30	0	0.08
[784, 50, 10]	0.01	1000	10.0	0.9	10	0	0.08
[784, 50, 10]	0.01	1000	10.0	0.9	30	0	0.08
[784, 50, 10]	0.01	1000	100.0	0.0	10	0	0.1
[784, 50, 10]	0.01	1000	100.0	0.0	30	0	0.1
[784, 50, 10]	0.01	1000	100.0	0.1	10	0	0.08
[784, 50, 10]	0.01	1000	100.0	0.1	30	0	0.08
[784, 50, 10]	0.01	1000	100.0	0.5	10	0	0.08
[784, 50, 10]	0.01	1000	100.0	0.5	30	0	0.08
[784, 50, 10]	0.01	1000	100.0	0.9	10	0	0.08
[784, 50, 10]	0.01	1000	100.0	0.9	30	0	0.08
[784, 50, 10]	0.05	10	0.0	0.0	10	0	0.15
[784, 50, 10]	0.05	10	0.0	0.0	30	0	0.51
[784, 50, 10]	0.05	10	0.0	0.1	10	0	0.08
[784, 50, 10]	0.05	10	0.0	0.1	30	0	0.08
[784, 50, 10]	0.05	10	0.0	0.5	10	0	0.08
[784, 50, 10]	0.05	10	0.0	0.5	30	0	0.08
[784, 50, 10]	0.05	10	0.0	0.9	10	0	0.08
[784, 50, 10]	0.05	10	0.0	0.9	30	0	0.08
[784, 50, 10]	0.05	10	0.01	0.0	10	0	0.05
[784, 50, 10]	0.05	10	0.01	0.0	30	0	0.37
[784, 50, 10]	0.05	10	0.01	0.1	10	0	0.08
[784, 50, 10]	0.05	10	0.01	0.1	30	0	0.08
[784, 50, 10]	0.05	10	0.01	0.5	10	0	0.08
[784, 50, 10]	0.05	10	0.01	0.5	30	0	0.08
[784, 50, 10]	0.05	10	0.01	0.9	10	0	0.08
[784, 50, 10]	0.05	10	0.01	0.9	30	0	0.08
[784, 50, 10]	0.05	10	0.1	0.0	10	0	0.11
[784, 50, 10]	0.05	10	0.1	0.0	30	0	0.44
[784, 50, 10]	0.05	10	0.1	0.1	10	0	0.08
[784, 50, 10]	0.05	10	0.1	0.1	30	0	0.08
[784, 50, 10]	0.05	10	0.1	0.5	10	0	0.08
[784, 50, 10]	0.05	10	0.1	0.5	30	0	0.08
[784, 50, 10]	0.05	10	0.1	0.9	10	0	0.08
[784, 50, 10]	0.05	10	0.1	0.9	30	0	0.08
[784, 50, 10]	0.05	10	1.0	0.0	10	0	0.15
[784, 50, 10]	0.05	10	1.0	0.0	30	0	0.32
[784, 50, 10]	0.05	10	1.0	0.1	10	0	0.08
[784, 50, 10]	0.05	10	1.0	0.1	30	0	0.08
[784, 50, 10]	0.05	10	1.0	0.5	10	0	0.08
[784, 50, 10]	0.05	10	1.0	0.5	30	0	0.08
[784, 50, 10]	0.05	10	1.0	0.9	10	0	0.08
[784, 50, 10]	0.05	10	1.0	0.9	30	0	0.08
[784, 50, 10]	0.05	10	10.0	0.0	10	0	0.18
[784, 50, 10]	0.05	10	10.0	0.0	30	0	0.15
[784, 50, 10]	0.05	10	10.0	0.1	10	0	0.08
[784, 50, 10]	0.05	10	10.0	0.1	30	0	0.08
[784, 50, 10]	0.05	10	10.0	0.5	10	0	0.08
[784, 50, 10]	0.05	10	10.0	0.5	30	0	0.08
[784, 50, 10]	0.05	10	10.0	0.9	10	0	0.08
[784, 50, 10]	0.05	10	10.0	0.9	30	0	0.08
[784, 50, 10]	0.05	10	100.0	0.0	10	0	0.14
[784, 50, 10]	0.05	10	100.0	0.0	30	0	0.15
[784, 50, 10]	0.05	10	100.0	0.1	10	0	0.08
[784, 50, 10]	0.05	10	100.0	0.1	30	0	0.08
[784, 50, 10]	0.05	10	100.0	0.5	10	0	0.08
[784, 50, 10]	0.05	10	100.0	0.5	30	0	0.08
[784, 50, 10]	0.05	10	100.0	0.9	10	0	0.08
[784, 50, 10]	0.05	10	100.0	0.9	30	0	0.08
[784, 50, 10]	0.05	100	0.0	0.0	10	0	0.15
[784, 50, 10]	0.05	100	0.0	0.0	30	0	0.47
[784, 50, 10]	0.05	100	0.0	0.1	10	0	0.08
[784, 50, 10]	0.05	100	0.0	0.1	30	0	0.08
[784, 50, 10]	0.05	100	0.0	0.5	10	0	0.08
[784, 50, 10]	0.05	100	0.0	0.5	30	0	0.08
[784, 50, 10]	0.05	100	0.0	0.9	10	0	0.08
[784, 50, 10]	0.05	100	0.0	0.9	30	0	0.08
[784, 50, 10]	0.05	100	0.01	0.0	10	0	0.3
[784, 50, 10]	0.05	100	0.01	0.0	30	0	0.46
[784, 50, 10]	0.05	100	0.01	0.1	10	0	0.08
[784, 50, 10]	0.05	100	0.01	0.1	30	0	0.08
[784, 50, 10]	0.05	100	0.01	0.5	10	0	0.08
[784, 50, 10]	0.05	100	0.01	0.5	30	0	0.08
[784, 50, 10]	0.05	100	0.01	0.9	10	0	0.08
[784, 50, 10]	0.05	100	0.01	0.9	30	0	0.08
[784, 50, 10]	0.05	100	0.1	0.0	10	0	0.23
[784, 50, 10]	0.05	100	0.1	0.0	30	0	0.48
[784, 50, 10]	0.05	100	0.1	0.1	10	0	0.08
[784, 50, 10]	0.05	100	0.1	0.1	30	0	0.08
[784, 50, 10]	0.05	100	0.1	0.5	10	0	0.08
[784, 50, 10]	0.05	100	0.1	0.5	30	0	0.08
[784, 50, 10]	0.05	100	0.1	0.9	10	0	0.08
[784, 50, 10]	0.05	100	0.1	0.9	30	0	0.08
[784, 50, 10]	0.05	100	1.0	0.0	10	0	0.09
[784, 50, 10]	0.05	100	1.0	0.0	30	0	0.34
[784, 50, 10]	0.05	100	1.0	0.1	10	0	0.08
[784, 50, 10]	0.05	100	1.0	0.1	30	0	0.08
[784, 50, 10]	0.05	100	1.0	0.5	10	0	0.08
[784, 50, 10]	0.05	100	1.0	0.5	30	0	0.08
[784, 50, 10]	0.05	100	1.0	0.9	10	0	0.08
[784, 50, 10]	0.05	100	1.0	0.9	30	0	0.08
[784, 50, 10]	0.05	100	10.0	0.0	10	0	0.15
[784, 50, 10]	0.05	100	10.0	0.0	30	0	0.38
[784, 50, 10]	0.05	100	10.0	0.1	10	0	0.08
[784, 50, 10]	0.05	100	10.0	0.1	30	0	0.08
[784, 50, 10]	0.05	100	10.0	0.5	10	0	0.08
[784, 50, 10]	0.05	100	10.0	0.5	30	0	0.08
[784, 50, 10]	0.05	100	10.0	0.9	10	0	0.08
[784, 50, 10]	0.05	100	10.0	0.9	30	0	0.08
[784, 50, 10]	0.05	100	100.0	0.0	10	0	0.26
[784, 50, 10]	0.05	100	100.0	0.0	30	0	0.16
[784, 50, 10]	0.05	100	100.0	0.1	10	0	0.08
[784, 50, 10]	0.05	100	100.0	0.1	30	0	0.08
[784, 50, 10]	0.05	100	100.0	0.5	10	0	0.08
[784, 50, 10]	0.05	100	100.0	0.5	30	0	0.08
[784, 50, 10]	0.05	100	100.0	0.9	10	0	0.08
[784, 50, 10]	0.05	100	100.0	0.9	30	0	0.08
[784, 50, 10]	0.05	1000	0.0	0.0	10	0	0.23
[784, 50, 10]	0.05	1000	0.0	0.0	30	0	0.33
[784, 50, 10]	0.05	1000	0.0	0.1	10	0	0.08
[784, 50, 10]	0.05	1000	0.0	0.1	30	0	0.08
[784, 50, 10]	0.05	1000	0.0	0.5	10	0	0.08
[784, 50, 10]	0.05	1000	0.0	0.5	30	0	0.08
[784, 50, 10]	0.05	1000	0.0	0.9	10	0	0.08
[784, 50, 10]	0.05	1000	0.0	0.9	30	0	0.08
[784, 50, 10]	0.05	1000	0.01	0.0	10	0	0.33
[784, 50, 10]	0.05	1000	0.01	0.0	30	0	0.4
[784, 50, 10]	0.05	1000	0.01	0.1	10	0	0.08
[784, 50, 10]	0.05	1000	0.01	0.1	30	0	0.08
[784, 50, 10]	0.05	1000	0.01	0.5	10	0	0.08
[784, 50, 10]	0.05	1000	0.01	0.5	30	0	0.08
[784, 50, 10]	0.05	1000	0.01	0.9	10	0	0.08
[784, 50, 10]	0.05	1000	0.01	0.9	30	0	0.08
[784, 50, 10]	0.05	1000	0.1	0.0	10	0	0.08
[784, 50, 10]	0.05	1000	0.1	0.0	30	0	0.36
[784, 50, 10]	0.05	1000	0.1	0.1	10	0	0.08
[784, 50, 10]	0.05	1000	0.1	0.1	30	0	0.08
[784, 50, 10]	0.05	1000	0.1	0.5	10	0	0.08
[784, 50, 10]	0.05	1000	0.1	0.5	30	0	0.08
[784, 50, 10]	0.05	1000	0.1	0.9	10	0	0.08
[784, 50, 10]	0.05	1000	0.1	0.9	30	0	0.08
[784, 50, 10]	0.05	1000	1.0	0.0	10	0	0.25
[784, 50, 10]	0.05	1000	1.0	0.0	30	0	0.48
[784, 50, 10]	0.05	1000	1.0	0.1	10	0	0.08
[784, 50, 10]	0.05	1000	1.0	0.1	30	0	0.08
[784, 50, 10]	0.05	1000	1.0	0.5	10	0	0.08
[784, 50, 10]	0.05	1000	1.0	0.5	30	0	0.08
[784, 50, 10]	0.05	1000	1.0	0.9	10	0	0.08
[784, 50, 10]	0.05	1000	1.0	0.9	30	0	0.08
[784, 50, 10]	0.05	1000	10.0	0.0	10	0	0.16
[784, 50, 10]	0.05	1000	10.0	0.0	30	0	0.46
[784, 50, 10]	0.05	1000	10.0	0.1	10	0	0.08
[784, 50, 10]	0.05	1000	10.0	0.1	30	0	0.08
[784, 50, 10]	0.05	1000	10.0	0.5	10	0	0.08
[784, 50, 10]	0.05	1000	10.0	0.5	30	0	0.08
[784, 50, 10]	0.05	1000	10.0	0.9	10	0	0.08
[784, 50, 10]	0.05	1000	10.0	0.9	30	0	0.08
[784, 50, 10]	0.05	1000	100.0	0.0	10	0	0.13
[784, 50, 10]	0.05	1000	100.0	0.0	30	0	0.3
[784, 50, 10]	0.05	1000	100.0	0.1	10	0	0.08
[784, 50, 10]	0.05	1000	100.0	0.1	30	0	0.08
[784, 50, 10]	0.05	1000	100.0	0.5	10	0	0.08
[784, 50, 10]	0.05	1000	100.0	0.5	30	0	0.08
[784, 50, 10]	0.05	1000	100.0	0.9	10	0	0.08
[784, 50, 10]	0.05	1000	100.0	0.9	30	0	0.08
[784, 50, 10]	0.1	10	0.0	0.0	10	0	0.24
[784, 50, 10]	0.1	10	0.0	0.0	30	0	0.55
[784, 50, 10]	0.1	10	0.0	0.1	10	0	0.08
[784, 50, 10]	0.1	10	0.0	0.1	30	0	0.08
[784, 50, 10]	0.1	10	0.0	0.5	10	0	0.08
[784, 50, 10]	0.1	10	0.0	0.5	30	0	0.08
[784, 50, 10]	0.1	10	0.0	0.9	10	0	0.08
[784, 50, 10]	0.1	10	0.0	0.9	30	0	0.08
[784, 50, 10]	0.1	10	0.01	0.0	10	0	0.31
[784, 50, 10]	0.1	10	0.01	0.0	30	0	0.55
[784, 50, 10]	0.1	10	0.01	0.1	10	0	0.08
[784, 50, 10]	0.1	10	0.01	0.1	30	0	0.08
[784, 50, 10]	0.1	10	0.01	0.5	10	0	0.08
[784, 50, 10]	0.1	10	0.01	0.5	30	0	0.08
[784, 50, 10]	0.1	10	0.01	0.9	10	0	0.08
[784, 50, 10]	0.1	10	0.01	0.9	30	0	0.08
[784, 50, 10]	0.1	10	0.1	0.0	10	0	0.32
[784, 50, 10]	0.1	10	0.1	0.0	30	0	0.55
[784, 50, 10]	0.1	10	0.1	0.1	10	0	0.08
[784, 50, 10]	0.1	10	0.1	0.1	30	0	0.08
[784, 50, 10]	0.1	10	0.1	0.5	10	0	0.08
[784, 50, 10]	0.1	10	0.1	0.5	30	0	0.08
[784, 50, 10]	0.1	10	0.1	0.9	10	0	0.08
[784, 50, 10]	0.1	10	0.1	0.9	30	0	0.08
[784, 50, 10]	0.1	10	1.0	0.0	10	0	0.27
[784, 50, 10]	0.1	10	1.0	0.0	30	0	0.5
[784, 50, 10]	0.1	10	1.0	0.1	10	0	0.08
[784, 50, 10]	0.1	10	1.0	0.1	30	0	0.08
[784, 50, 10]	0.1	10	1.0	0.5	10	0	0.08
[784, 50, 10]	0.1	10	1.0	0.5	30	0	0.08
[784, 50, 10]	0.1	10	1.0	0.9	10	0	0.08
[784, 50, 10]	0.1	10	1.0	0.9	30	0	0.08
[784, 50, 10]	0.1	10	10.0	0.0	10	0	0.38
[784, 50, 10]	0.1	10	10.0	0.0	30	0	0.15
[784, 50, 10]	0.1	10	10.0	0.1	10	0	0.08
[784, 50, 10]	0.1	10	10.0	0.1	30	0	0.08
[784, 50, 10]	0.1	10	10.0	0.5	10	0	0.08
[784, 50, 10]	0.1	10	10.0	0.5	30	0	0.08
[784, 50, 10]	0.1	10	10.0	0.9	10	0	0.08
[784, 50, 10]	0.1	10	10.0	0.9	30	0	0.08
[784, 50, 10]	0.1	10	100.0	0.0	10	0	0.15
[784, 50, 10]	0.1	10	100.0	0.0	30	0	0.14
[784, 50, 10]	0.1	10	100.0	0.1	10	0	0.08
[784, 50, 10]	0.1	10	100.0	0.1	30	0	0.08
[784, 50, 10]	0.1	10	100.0	0.5	10	0	0.08
[784, 50, 10]	0.1	10	100.0	0.5	30	0	0.08
[784, 50, 10]	0.1	10	100.0	0.9	10	0	0.08
[784, 50, 10]	0.1	10	100.0	0.9	30	0	0.08
[784, 50, 10]	0.1	100	0.0	0.0	10	0	0.33
[784, 50, 10]	0.1	100	0.0	0.0	30	0	0.58
[784, 50, 10]	0.1	100	0.0	0.1	10	0	0.08
[784, 50, 10]	0.1	100	0.0	0.1	30	0	0.08
[784, 50, 10]	0.1	100	0.0	0.5	10	0	0.08
[784, 50, 10]	0.1	100	0.0	0.5	30	0	0.08
[784, 50, 10]	0.1	100	0.0	0.9	10	0	0.08
[784, 50, 10]	0.1	100	0.0	0.9	30	0	0.08
[784, 50, 10]	0.1	100	0.01	0.0	10	0	0.32
[784, 50, 10]	0.1	100	0.01	0.0	30	0	0.54
[784, 50, 10]	0.1	100	0.01	0.1	10	0	0.08
[784, 50, 10]	0.1	100	0.01	0.1	30	0	0.08
[784, 50, 10]	0.1	100	0.01	0.5	10	0	0.08
[784, 50, 10]	0.1	100	0.01	0.5	30	0	0.08
[784, 50, 10]	0.1	100	0.01	0.9	10	0	0.08
[784, 50, 10]	0.1	100	0.01	0.9	30	0	0.08
[784, 50, 10]	0.1	100	0.1	0.0	10	0	0.26
[784, 50, 10]	0.1	100	0.1	0.0	30	0	0.54
[784, 50, 10]	0.1	100	0.1	0.1	10	0	0.08
[784, 50, 10]	0.1	100	0.1	0.1	30	0	0.08
[784, 50, 10]	0.1	100	0.1	0.5	10	0	0.08
[784, 50, 10]	0.1	100	0.1	0.5	30	0	0.08
[784, 50, 10]	0.1	100	0.1	0.9	10	0	0.08
[784, 50, 10]	0.1	100	0.1	0.9	30	0	0.08
[784, 50, 10]	0.1	100	1.0	0.0	10	0	0.18
[784, 50, 10]	0.1	100	1.0	0.0	30	0	0.5
[784, 50, 10]	0.1	100	1.0	0.1	10	0	0.08
[784, 50, 10]	0.1	100	1.0	0.1	30	0	0.08
[784, 50, 10]	0.1	100	1.0	0.5	10	0	0.08
[784, 50, 10]	0.1	100	1.0	0.5	30	0	0.08
[784, 50, 10]	0.1	100	1.0	0.9	10	0	0.08
[784, 50, 10]	0.1	100	1.0	0.9	30	0	0.08
[784, 50, 10]	0.1	100	10.0	0.0	10	0	0.25
[784, 50, 10]	0.1	100	10.0	0.0	30	0	0.49
[784, 50, 10]	0.1	100	10.0	0.1	10	0	0.08
[784, 50, 10]	0.1	100	10.0	0.1	30	0	0.08
[784, 50, 10]	0.1	100	10.0	0.5	10	0	0.08
[784, 50, 10]	0.1	100	10.0	0.5	30	0	0.08
[784, 50, 10]	0.1	100	10.0	0.9	10	0	0.08
[784, 50, 10]	0.1	100	10.0	0.9	30	0	0.08
[784, 50, 10]	0.1	100	100.0	0.0	10	0	0.15
[784, 50, 10]	0.1	100	100.0	0.0	30	0	0.15
[784, 50, 10]	0.1	100	100.0	0.1	10	0	0.08
[784, 50, 10]	0.1	100	100.0	0.1	30	0	0.08
[784, 50, 10]	0.1	100	100.0	0.5	10	0	0.08
[784, 50, 10]	0.1	100	100.0	0.5	30	0	0.08
[784, 50, 10]	0.1	100	100.0	0.9	10	0	0.08
[784, 50, 10]	0.1	100	100.0	0.9	30	0	0.08
[784, 50, 10]	0.1	1000	0.0	0.0	10	0	0.26
[784, 50, 10]	0.1	1000	0.0	0.0	30	0	0.53
[784, 50, 10]	0.1	1000	0.0	0.1	10	0	0.08
[784, 50, 10]	0.1	1000	0.0	0.1	30	0	0.08
[784, 50, 10]	0.1	1000	0.0	0.5	10	0	0.08
[784, 50, 10]	0.1	1000	0.0	0.5	30	0	0.08
[784, 50, 10]	0.1	1000	0.0	0.9	10	0	0.08
[784, 50, 10]	0.1	1000	0.0	0.9	30	0	0.08
[784, 50, 10]	0.1	1000	0.01	0.0	10	0	0.39
[784, 50, 10]	0.1	1000	0.01	0.0	30	0	0.53
[784, 50, 10]	0.1	1000	0.01	0.1	10	0	0.08
[784, 50, 10]	0.1	1000	0.01	0.1	30	0	0.08
[784, 50, 10]	0.1	1000	0.01	0.5	10	0	0.08
[784, 50, 10]	0.1	1000	0.01	0.5	30	0	0.08
[784, 50, 10]	0.1	1000	0.01	0.9	10	0	0.08
[784, 50, 10]	0.1	1000	0.01	0.9	30	0	0.08
[784, 50, 10]	0.1	1000	0.1	0.0	10	0	0.34
[784, 50, 10]	0.1	1000	0.1	0.0	30	0	0.55
[784, 50, 10]	0.1	1000	0.1	0.1	10	0	0.08
[784, 50, 10]	0.1	1000	0.1	0.1	30	0	0.08
[784, 50, 10]	0.1	1000	0.1	0.5	10	0	0.08
[784, 50, 10]	0.1	1000	0.1	0.5	30	0	0.08
[784, 50, 10]	0.1	1000	0.1	0.9	10	0	0.08
[784, 50, 10]	0.1	1000	0.1	0.9	30	0	0.08
[784, 50, 10]	0.1	1000	1.0	0.0	10	0	0.32
[784, 50, 10]	0.1	1000	1.0	0.0	30	0	0.55
[784, 50, 10]	0.1	1000	1.0	0.1	10	0	0.08
[784, 50, 10]	0.1	1000	1.0	0.1	30	0	0.08
[784, 50, 10]	0.1	1000	1.0	0.5	10	0	0.08
[784, 50, 10]	0.1	1000	1.0	0.5	30	0	0.08
[784, 50, 10]	0.1	1000	1.0	0.9	10	0	0.08
[784, 50, 10]	0.1	1000	1.0	0.9	30	0	0.08
[784, 50, 10]	0.1	1000	10.0	0.0	10	0	0.36
[784, 50, 10]	0.1	1000	10.0	0.0	30	0	0.55
[784, 50, 10]	0.1	1000	10.0	0.1	10	0	0.08
[784, 50, 10]	0.1	1000	10.0	0.1	30	0	0.08
[784, 50, 10]	0.1	1000	10.0	0.5	10	0	0.08
[784, 50, 10]	0.1	1000	10.0	0.5	30	0	0.08
